Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dc-shoes-kalis-s,Kalis  LE,"<p>Presentamos la colección Victory Park Collection Kalis LE. La icónica construcción de Kalis recibe una nueva versión de cuero y gamuza inspirada en las calles de Moscú y el papel que jugaron las bandas de mármol de Victory Park en la historia del skate. Ahora es el momento de hacer tu victoria.</p>
<p>Kalis LE - Zapatos de piel para Hombre<br><br><br>Características técnicas<br><br>Parte superior de ante, nobuk, cuero o textil [según combinación de colores]<br>Construcción de botín para un ajuste seguro<br>Logotipo de TPR moldeado<br>Forro de malla<br>Plantilla OrthoLite® para amortiguación<br>Entresuela Unilite ™ para una comodidad y un apoyo ligeros<br>Suela de goma adhesiva resistente a la abrasión por absorción<br>Banda de rodadura Pill Pattern registrada por DC<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/logo-dc_480x480.png?v=1612800807"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/logo-dc_480x480.png?v=1612800807""></p>",dc shoes,SHOES,"7, dc shoes",true,Talla,7,Color,grey dark navy,,,DC01,1600.0,shopify,2,deny,manual,249900.00,270000.00,true,true,191282642207,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/dcshoeskalissgreydarknavy.png?v=1612977320,1,,false,DC SHOES Kalis  LE,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/dcshoeskalissgreydarknavy.png?v=1612977320,kg,,,active
dc-shoes-kalis-s,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_1_9045036e-1885-43fb-8c7e-a6dd53ec8e42.jpg?v=1612977320,2,,,,,,,,,,,,,,,,,,,,,,
dc-shoes-kalis-s,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_2_cc0c64c8-1b71-40ae-82f4-f2e9e2f065e8.jpg?v=1612977320,3,,,,,,,,,,,,,,,,,,,,,,
dc-shoes-kalis-s,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_3_36ecadd7-0998-4405-88ed-65d428255bb1.jpg?v=1612977320,4,,,,,,,,,,,,,,,,,,,,,,
dc-shoes-kalis-s,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_4_4b09c11e-44c5-4bec-8ae2-86ff1109fe08.jpg?v=1612977320,5,,,,,,,,,,,,,,,,,,,,,,
dc-shoes-kalis-s,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_93a16241-b698-4006-8b91-066ab474b428.jpg?v=1612977320,6,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-913-westgate-1,Numeric 913 westgate,"Comprar todo New Balance<br data-mce-fragment=""1"">Póngase los zapatos New Balance Numeric 913 de Brandon Westgate y obtenga tecnología: ¡no hay un truco de voltereta que pueda atravesar los ojales reforzados de estos! Elegantes y de baja profesionalidad, las 913 evocan las zapatillas ligeras para correr de la historia de New Balance, al tiempo que consolidan su postura en el futuro del diseño de zapatillas de skate. Ligeros, transpirables y con una sensación de tabla similar a un gecko, estos son zapatos de skate de alto rendimiento para atletas de cuatro ruedas. El color burdeos también es una referencia a la vida de Westgate como agricultor de arándanos, ¡no es broma!",new balance numeric,SHOES,"10, new balance numeric",true,Talla,10,Color,burgundy,,,nb12,1500.0,shopify,1,deny,manual,349000.00,,true,true,193684252848,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB913BURGUND..........................................................................................................jpg?v=1612548353,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB913BURGUND..........................................................................................................jpg?v=1612548353,kg,,,active
new-balance-numeric-913-westgate-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/images_f9de3bd5-7eab-4683-ae61-81bae84996f7.jpg?v=1612548354,2,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-913-westgate-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-913-shoes-_2.jpg?v=1612548354,3,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-913-westgate-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-913-shoes-_3.jpg?v=1612548354,4,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-913-westgate-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-913-shoes-_4.jpg?v=1612548354,5,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-913-westgate-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-913-shoes.jpg?v=1612548354,6,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-533-v2-1,new balance numeric 533 v2,"DESCRIPCIÓN:<br data-mce-fragment=""1"">Las zapatillas New Balance 533 V2 son la segunda generación de las PJ Ladd 533 más vendidas. Un nuevo sistema de cordones ocultos, paneles laterales actualizados y un ajuste mejorado en esta silueta 533 aún más ligera hacen que las 533 V2 v se enfermen.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Parte superior de ante / sintético, zapato de skate de perfil bajo<br data-mce-fragment=""1"">Suela de copa con entresuela Revlite completa, puntera interna oculta<br data-mce-fragment=""1"">Plantillas extraíbles, Sistema de cordones oculto<br data-mce-fragment=""1"">Paneles laterales transpirables actualizados, ajuste interno mejorado<br data-mce-fragment=""1"">Importado",new balance numeric,SHOES,"7, new balance numeric",true,Talla,7,Color,beige black,,,"",1500.0,shopify,1,deny,manual,290000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB533BEOGEBLACKPJ.................................................................................................png?v=1612548205,1,,false,,,,,,,,,,,,,,,,,kg,,,active
new-balance-numeric-533-v2-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/192662590705-2.1547861261.jpg?v=1612548205,2,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-533-v2-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/nm533bz2_nb_02_i.jpg?v=1612548205,3,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-533-v2,new balance numeric 533 v2,"<div class=""details-container"" data-mce-fragment=""1"">
<div class=""copy-block"" data-mce-fragment=""1"">
<div class=""title"" data-mce-fragment=""1"">DESCRIPTION:</div>
<div class=""desc_content"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">The New Balance 533 V2 Shoes are the second generation of the best-selling PJ Ladd 533. A new hidden lacing system, updated side panels, and an improved fit on this even lighter 533 silhouette makes the 533 V2 v sick.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Suede/synthetic upper, Low profile skate shoe</li>
<li data-mce-fragment=""1"">Cupsole with full Revlite midsole, Hidden internal toe cap</li>
<li data-mce-fragment=""1"">Removable insoles, Hidden lacing system</li>
<li data-mce-fragment=""1"">Breathable updated side panels, Improved internal fit</li>
<li data-mce-fragment=""1"">Imported</li>
</ul>
</div>
</div>
</div>",new balance numeric,SHOES,"8, new balance numeric",true,Talla,8,Color,black black gum,,,"",1500.0,shopify,1,deny,manual,290000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NEWBALANCENUMERIC533V2.............................................png?v=1612547901,1,,false,,,,,,,,,,,,,,,,,kg,,,active
new-balance-numeric-533-v2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/nm533mt2_nb_02_i.jpg?v=1612547901,2,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-288-sport-1,Numeric 288 sport,"Presentamos el 288, un zapato inspirado en el fútbol sala de los archivos de New Balance, revisado y actualizado para manejar el abuso de superficies duras que es sinónimo de skate. Una puntera reforzada de una sola pieza proporciona una durabilidad superior, mientras que la suela presenta una estructura en el talón para optimizar la protección contra impactos.<br data-mce-fragment=""1"">Logotipo N clásico<br data-mce-fragment=""1"">La suela de goma ayuda a proporcionar un agarre superior<br data-mce-fragment=""1"">Parte superior de ante / textil",new balance numeric,SHOES,"8, 9, new balance numeric",true,Talla,8,Color,grey navy,,,nb09,1500.0,shopify,1,deny,manual,349000.00,,true,true,194182121919,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB288SPORTEGREY.................................................................................................................................._4a1e456f-fa31-4d90-b77e-4974c3ef6021.png?v=1613327241,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB288SPORTEGREY.................................................................................................................................._4a1e456f-fa31-4d90-b77e-4974c3ef6021.png?v=1613327241,kg,,,active
new-balance-numeric-288-sport-1,,,,,,,,9,,grey navy,,,nb09,1500.0,shopify,1,deny,manual,349000.00,,true,true,194182121933,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/New-Balance-NM288SMI-1_2000x_305219dc-5242-43ef-8a99-e406990a71f6.jpg?v=1613327241,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB288SPORTEGREY.................................................................................................................................._4a1e456f-fa31-4d90-b77e-4974c3ef6021.png?v=1613327241,kg,,,
new-balance-numeric-288-sport-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/New-Balance-NM288SMI-2_2000x_b49792c9-fc73-4c85-9ae0-c985fd199990.jpg?v=1613327241,3,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-288-sport-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/New-Balance-NM288SMI-4_2000x_36eb826a-b06f-40cc-b965-f0e1fbffb94c.jpg?v=1613327241,4,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-288-sport-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/New-Balance-NM288SMI-5_2000x_51e242fe-1e15-4d7a-9aca-e788e3ffb17d.jpg?v=1613327241,5,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-288-sport-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ScreenShot2020-07-30at2.43.15PM_1024x1024_6c82c689-d176-42e3-a45b-0d62e7bf5322.png?v=1613327241,6,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-288-sport,Numeric 288 sport,"DETALLES<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Zapato de skate New Balance Numeric 288 Sport en azul marino y rojo.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">El ajuste tipo calcetín con cuello elástico en 4 direcciones proporciona un ajuste cómodo y seguro.<br data-mce-fragment=""1"">Dedo del pie de una pieza Línea de los dedos en relieve sin costuras que rasgar.<br data-mce-fragment=""1"">Entresuela C-CAP de largo completo. EVA moldeada clásica y ligera que mejora la absorción de impactos y la comodidad general.<br data-mce-fragment=""1"">Parte superior de ante / neopreno<br data-mce-fragment=""1"">Suela doble de goma Estilo retro con rendimiento y comodidad modernos<br data-mce-fragment=""1"">Patrón mejorado de la banda de rodadura. Profundidades escalonadas de los peldaños para mejorar el agarre del original.<br data-mce-fragment=""1"">Modernizando un clásico con un ajuste mejorado y una sensación elegante. Las zapatillas de skate New Balance Numeric 288 Sport cuentan con una parte superior de ante y malla de primera calidad y una suela de goma de mascar. La 288 Sport es una zapatilla casual para todo el día, con los refuerzos necesarios para soportar el desgaste asociado al skate.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">New Balance Numeric se basa en la profunda historia y herencia de New Balance. Su línea de zapatillas de skate de rendimiento y estilo de vida New Balance Numeric utiliza toda la tecnología y comodidad que New Balance ha desarrollado a partir de más de cien años de zapatillas pioneras para correr para hombres y mujeres.",new balance numeric,SHOES,"8.5, new balance numeric",true,Talla,8.5,Color,navy red white,,,et08,1500.0,shopify,1,deny,manual,349000.00,,true,true,194182121735,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB288BLUE.........................................................................................................png?v=1613327704,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB288BLUE.........................................................................................................png?v=1613327704,kg,,,active
new-balance-numeric-288-sport,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/kueknkjygzm0whslw3i2.jpg?v=1613327704,2,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-288-sport,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/stlqrqxcnd7e64lraztq.jpg?v=1613327704,3,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-288-sport,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/xoc8h0qvnuuaxi6vwtch.jpg?v=1613327704,4,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-913-westgate,new balance numeric 913 westgate,"tyle #: NM913<br data-mce-fragment=""1"">FantomFit es una parte superior de diseño esquelético que proporciona un soporte y ajuste ultraligeros. Se crea fusionando dos materiales extremadamente delgados con un proceso sin costuras.<br data-mce-fragment=""1"">La innovadora entresuela REVlite proporciona una capacidad de respuesta y una durabilidad superiores con un peso un 30% más ligero que otras espumas con un rendimiento comparable<br data-mce-fragment=""1"">Parte superior de ante / malla",new balance numeric,SHOES,"8, new balance numeric",true,Talla,8,Color,black white green,,,"",1400.0,shopify,2,deny,manual,350000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NEWBALANCENUMERIC913WESTGATRE..................................................................png?v=1612546944,1,,false,,,,,,,,,,,,,,,,,kg,,,active
new-balance-numeric-913-westgate,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/71ZRFoxP4VL._SX480_512x_e390bd3e-491f-4284-9661-fd3bfe38a7ee.jpg?v=1612546944,2,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-913-westgate,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/New-Balance-Numeric-913-Shoes-Black-Grey-Hi-Lite-05.jpg?v=1612546944,3,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-913-westgate,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-913-shoes-black-hi-lite-3.jpg?v=1612546944,4,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-440,Numeric 440,"Estas zapatillas New Balance Numeric 440, vistas aquí en un tono base burdeos intenso con un delicado acento en tonos grises, llegan como parte del último lanzamiento de temporada de la marca. Con una silueta centrada en el skate que sigue siendo fiel al legado de las zapatillas para correr de New Balance, estas zapatillas reinventadas están fabricadas con una mezcla de cuero, gamuza y tela sintética duradera para proporcionar un acabado resistente al desgaste diseñado teniendo en cuenta el rendimiento y la comodidad. . Equipadas con un sistema de talón C-Cap y con una suela azul helado con agarre mejorado para brindar tracción desde el primer momento, estas zapatillas se adaptan bien a cualquier actividad dentro o fuera de la tabla. Diseñado con calcomanías perforadas en los paneles de la puntera y el talón, cordones planos de algodón y con una lengüeta y suela acolchadas para mayor protección, estos zapatos clásicos de la marca ""440"" se entregan tanto en forma como en estilo skate.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Gracias a su admiración por los materiales de primera calidad y su buen ojo para los detalles, New Balance Numeric ha continuado suministrando a la industria de la ropa de skate estilos irrefutables desde su creación en 2013. Una subdivisión de la marca de ropa deportiva clásica, New Balance Numeric mantiene su clásico ADN rico en herencia mientras bombea bases sólidas, elementos tecnológicos y un amor eterno por todo lo relacionado con el skate en todos y cada uno de los lanzamientos.",new balance numeric,SHOES,"9.5, new balance numeric",false,Talla,9.5,Color,burgundy,,,nb06,1500.0,shopify,1,deny,manual,319000.00,,true,true,194182119305,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB440BURGUND.....................................................................................................png?v=1613327559,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/NB440BURGUND.....................................................................................................png?v=1613327559,kg,,,archived
new-balance-numeric-440,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-440-shoes-burgundy-grey-1_1023x1187_crop_center.progressive_213a192e-e7e4-4ac9-8406-733650cdeb4e.jpg?v=1613327559,2,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-440,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-440-shoes-burgundy-grey-2_1023x1187_crop_center.progressive_c5c13aa8-3305-4b17-99d4-bab640265ebe.jpg?v=1613327559,3,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-440,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-440-shoes-burgundy-grey-3_1023x1187_crop_center.progressive_934061bb-f2a5-4f44-92fe-fcb8d5c93c9a.jpg?v=1613327559,4,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-440,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-440-shoes-burgundy-grey-4_1023x1187_crop_center.progressive_0d39a449-1125-45fc-973c-e81fc3ebcc45.jpg?v=1613327559,5,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-440,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/new-balance-numeric-440-shoes-burgundy-grey-5_1023x1187_crop_center.progressive_6735ef98-d15f-4b6d-8150-5367fa605aa3.jpg?v=1613327559,6,,,,,,,,,,,,,,,,,,,,,,
new-balance-numeric-289,Numeric 288,"Ya sea que esté destrozando el parque de patinaje o corriendo por el autobús, los zapatos de skate New Balance Numeric 288 plateados y verdes son una forma liviana, cómoda y moderna de hacerlo con un estilo inigualable. Con una construcción mayoritariamente gris con reflejos en verde bosque para un color sutil, estos zapatos combinan fácilmente con todos tus looks diarios favoritos. Se agrega una capa interna dentro de la puntera para mayor durabilidad, mientras que la construcción vulcanizada proporciona una sensación óptima de la tabla. La suela exterior N-durance también se agrega para un excelente agarre y durabilidad para brindar un toque final de rendimiento y función.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">NUEVO EQUILIBRIO<br data-mce-fragment=""1"">VER MÁS DE NEW BALANCE NUMERIC ►<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Detalles de producto:<br data-mce-fragment=""1"">288 zapatos de skate plateados y verdes de New Balance Numeric.<br data-mce-fragment=""1"">Parte superior de ante y cuero con ribete de malla a lo largo del cuello.<br data-mce-fragment=""1"">Piel New Balance ""N"" en las paredes laterales.<br data-mce-fragment=""1"">Puntera articulada de una pieza con detalles de perforaciones.<br data-mce-fragment=""1"">Suela de goma N-Durance para mayor agarre y durabilidad.<br data-mce-fragment=""1"">Capa de protección interna oculta en la puntera para mayor durabilidad.<br data-mce-fragment=""1"">Compuesto de goma N-Durance para una máxima durabilidad de la suela.<br data-mce-fragment=""1"">Construcción vulcanizada para una sensación de tabla.<br data-mce-fragment=""1"">Suela exterior texturizada para tracción y movimiento de la tabla.<br data-mce-fragment=""1"">Ojales empotrados.<br data-mce-fragment=""1"">Detalle del logo de New Balance Numeric en todas partes.<br data-mce-fragment=""1"">Importado.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Tamaño y ajuste:<br data-mce-fragment=""1"">Los zapatos corren fiel al tamaño.<br data-mce-fragment=""1"">Diseño de perfil bajo.<br data-mce-fragment=""1"">Refuerzo de lengüeta elástica interna para un ajuste perfecto.",new balance numeric,SHOES,"9, new balance numeric",true,Talla,9,Color,grey green,,,nb05,1500.0,shopify,1,deny,manual,289000.00,,true,true,192662592303,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/288GREYYYYY.png?v=1613327864,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/288GREYYYYY.png?v=1613327864,kg,,,active
new-balance-numeric-289,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_2_8be06d57-ccfb-48ee-910a-5ef89610b1f9.jpg?v=1613327864,2,,,,,,,,,,,,,,,,,,,,,,
new-balance-all-coast-574-revlite,new balance all coast 574 revlite,"Nuestro 574 es un elemento básico de la marca New Balance y su legado: un diseño que resiste el paso del tiempo. Hemos modernizado la zapatilla clásica de uso diario con una suela estilo cancha para ofrecerte comodidad durante todo el día. Fabricada con materiales de primera calidad, esta zapatilla seguramente complementará tu equipo de uso. Nuestra tecnología de entresuela REVlite ayuda a ofrecer una sensación suave.<br data-mce-fragment=""1"">Parte superior de ante / malla<br data-mce-fragment=""1"">Suela de goma",new balance numeric,SHOES,"6.5, new balance, new balance numeric",true,Talla,6.5,Color,black white,,,"",1500.0,shopify,1,deny,manual,270000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/574BLEATHE...................................................................................................jpg?v=1612546067,1,,false,,,,,,,,,,,,,,,,,kg,,,active
